N,P,K,target
105.23,35.68,124.95,Chili Pepper
27.12,34.29,101.65,Chili Pepper
14.91,57.67,106.67,Chili Pepper
121.28,42.24,126.76,Chili Pepper
61.04,-34.89,125.24,Chili Pepper
59.93,51.52,140.37,Chili Pepper
77.77,39.67,150.85,Chili Pepper
70.5,55.65,101.38,Chili Pepper
61.29,62.39,113.5,Chili Pepper
33.1,13.21,84.74,Chili Pepper
47.21,81.14,86.24,Chili Pepper
77.18,50.74,91.78,Chili Pepper
74.99,32.88,125.77,Chili Pepper
49.66,56.98,105.21,Chili Pepper
15.31,53.07,150.41,Chili Pepper
5.99,57.37,90.37,Chili Pepper
44.16,93.37,143.43,Chili Pepper
12.97,85.16,104.24,Chili Pepper
54.36,50.19,107.51,Chili Pepper
7.66,21.74,140.54,Chili Pepper
53.19,27.34,114.33,Chili Pepper
79.61,52.19,123.02,Chili Pepper
24.37,-0.69,98.51,Chili Pepper
60.06,54.77,72.44,Chili Pepper
21.63,3.32,155.77,Chili Pepper
92.15,22.48,152.79,Chili Pepper
78.74,57.03,150.27,Chili Pepper
68.51,10.79,123.67,Chili Pepper
64.67,72.65,66.31,Chili Pepper
82.1,58.62,138.08,Chili Pepper
27.85,79.74,71.7,Chili Pepper
73.23,22.41,150.34,Chili Pepper
94.58,69.17,119.2,Chili Pepper
25.3,79.61,126.03,Chili Pepper
74.76,62.11,124.11,Chili Pepper
41.34,26.2,151.18,Chili Pepper
26.71,34.38,66.72,Chili Pepper
84.06,62.97,138.04,Chili Pepper
39.5,46.08,147.51,Chili Pepper
67.66,-5.76,205.67,Chili Pepper
50.71,69.8,105.78,Chili Pepper
81.15,57.58,117.69,Chili Pepper
46.53,76.57,98.97,Chili Pepper
65.99,14.41,89.79,Chili Pepper
102.43,53.71,87.54,Chili Pepper
56.67,59.7,102.48,Chili Pepper
95.71,17.0,48.54,Chili Pepper
81.26,31.77,123.44,Chili Pepper
58.44,113.87,76.18,Chili Pepper
78.05,62.42,121.07,Chili Pepper
83.93,3.83,127.41,Chili Pepper
125.61,40.76,139.77,Chili Pepper
53.71,80.92,119.11,Chili Pepper
43.26,49.58,90.02,Chili Pepper
81.66,-13.33,87.93,Chili Pepper
9.39,73.04,121.02,Chili Pepper
24.57,-3.81,130.74,Chili Pepper
74.3,48.88,102.24,Chili Pepper
78.44,57.6,111.31,Chili Pepper
43.46,15.74,142.22,Chili Pepper
76.38,48.7,73.5,Chili Pepper
37.74,25.46,109.71,Chili Pepper
23.47,76.76,147.43,Chili Pepper
30.68,73.87,144.42,Chili Pepper
58.97,36.13,61.76,Chili Pepper
65.09,39.8,173.84,Chili Pepper
85.01,111.21,114.49,Chili Pepper
18.82,-2.63,157.56,Chili Pepper
79.03,47.71,111.36,Chili Pepper
11.51,8.39,55.63,Chili Pepper
60.14,98.06,134.78,Chili Pepper
93.46,26.64,124.05,Chili Pepper
76.91,17.3,104.18,Chili Pepper
54.83,39.35,162.34,Chili Pepper
54.41,45.06,114.86,Chili Pepper
22.19,48.15,129.22,Chili Pepper
32.51,63.5,132.39,Chili Pepper
87.18,35.14,151.68,Chili Pepper
98.05,75.69,172.56,Chili Pepper
111.89,102.95,189.88,Chili Pepper
29.53,66.13,81.07,Chili Pepper
86.84,3.07,101.59,Chili Pepper
143.15,59.5,188.96,Chili Pepper
25.52,81.81,122.53,Chili Pepper
111.03,61.45,139.51,Chili Pepper
57.72,65.16,100.73,Chili Pepper
48.15,66.08,138.04,Chili Pepper
62.31,31.52,178.35,Chili Pepper
-0.97,-2.53,186.41,Chili Pepper
-3.19,82.95,66.82,Chili Pepper
106.93,58.1,96.88,Chili Pepper
98.69,34.95,95.62,Chili Pepper
46.37,52.04,132.35,Chili Pepper
84.33,26.49,113.34,Chili Pepper
118.61,25.93,89.32,Chili Pepper
76.9,3.85,106.2,Chili Pepper
84.4,53.06,127.16,Chili Pepper
30.24,19.5,153.1,Chili Pepper
50.49,39.78,123.2,Chili Pepper
16.23,-0.24,112.97,Chili Pepper
86.45,71.7,113.52,Chili Pepper
40.41,36.93,145.03,Chili Pepper
24.03,8.27,65.04,Chili Pepper
54.84,57.61,155.28,Chili Pepper
95.04,30.3,164.27,Chili Pepper
37.53,59.12,177.63,Chili Pepper
69.8,42.97,98.86,Chili Pepper
106.82,92.03,120.04,Chili Pepper
37.74,78.79,129.51,Chili Pepper
61.67,65.75,126.41,Chili Pepper
55.42,69.92,151.38,Chili Pepper
40.98,-3.29,145.99,Chili Pepper
66.79,-3.12,116.83,Chili Pepper
46.77,-6.17,142.74,Chili Pepper
108.7,71.88,151.43,Chili Pepper
95.37,73.67,130.73,Chili Pepper
87.54,45.15,136.82,Chili Pepper
103.54,10.03,143.56,Chili Pepper
52.54,65.92,51.17,Chili Pepper
69.57,56.47,107.47,Chili Pepper
73.9,32.13,126.0,Chili Pepper
27.6,69.69,97.49,Chili Pepper
49.29,18.52,117.72,Chili Pepper
92.97,56.97,119.04,Chili Pepper
118.12,27.5,156.73,Chili Pepper
48.39,0.77,158.77,Chili Pepper
59.73,66.04,95.57,Chili Pepper
56.04,21.62,100.47,Chili Pepper
43.53,51.27,102.83,Chili Pepper
36.54,68.9,68.97,Chili Pepper
60.29,65.36,154.88,Chili Pepper
73.92,-33.54,80.35,Chili Pepper
41.95,17.14,117.9,Chili Pepper
48.83,27.89,145.73,Chili Pepper
55.94,102.82,74.86,Chili Pepper
54.7,59.97,147.76,Chili Pepper
126.99,88.09,134.77,Chili Pepper
56.38,39.06,176.43,Chili Pepper
109.83,-5.53,130.21,Chili Pepper
59.07,63.8,107.35,Chili Pepper
78.85,-21.03,73.59,Chili Pepper
56.35,38.17,116.61,Chili Pepper
55.89,34.8,109.05,Chili Pepper
-3.99,20.38,162.31,Chili Pepper
71.38,43.25,136.62,Chili Pepper
52.79,56.08,71.81,Chili Pepper
61.38,86.04,107.91,Chili Pepper
53.35,70.32,105.24,Chili Pepper
85.9,47.61,96.37,Chili Pepper
87.56,15.49,121.84,Chili Pepper
81.49,94.47,146.09,Chili Pepper
68.74,51.27,161.7,Chili Pepper
12.91,70.04,172.5,Chili Pepper
85.79,65.75,166.46,Chili Pepper
45.99,33.99,110.58,Chili Pepper
-7.02,42.06,194.3,Chili Pepper
99.18,21.63,104.37,Chili Pepper
63.57,97.31,113.99,Chili Pepper
20.99,-5.33,64.51,Chili Pepper
99.09,100.49,105.9,Chili Pepper
33.11,17.28,58.67,Chili Pepper
31.93,21.42,101.45,Chili Pepper
57.05,61.74,132.33,Chili Pepper
124.25,22.42,138.87,Chili Pepper
80.07,85.89,165.53,Chili Pepper
38.23,46.36,107.25,Chili Pepper
133.64,77.75,156.94,Chili Pepper
122.23,27.76,78.26,Cabbage
117.44,47.28,38.03,Cabbage
140.63,23.19,47.18,Cabbage
125.31,19.98,81.69,Cabbage
135.21,42.57,42.94,Cabbage
133.09,42.47,53.83,Cabbage
120.11,18.54,28.7,Cabbage
162.96,43.32,43.5,Cabbage
159.46,36.59,66.3,Cabbage
126.99,32.79,79.16,Cabbage
138.56,53.63,72.6,Cabbage
147.81,-2.73,61.27,Cabbage
157.55,32.91,70.42,Cabbage
132.01,33.61,49.41,Cabbage
172.73,53.99,75.42,Cabbage
120.19,43.23,32.46,Cabbage
167.86,46.01,36.05,Cabbage
130.28,39.84,80.21,Cabbage
117.91,61.07,73.47,Cabbage
147.02,34.72,47.81,Cabbage
145.33,22.38,72.35,Cabbage
139.4,46.36,85.44,Cabbage
119.33,34.45,58.23,Cabbage
143.82,40.13,68.54,Cabbage
138.03,34.87,58.75,Cabbage
134.9,26.69,61.52,Cabbage
132.57,40.25,47.8,Cabbage
160.52,1.79,38.87,Cabbage
157.95,57.84,57.92,Cabbage
149.97,41.66,48.68,Cabbage
123.17,30.08,41.27,Cabbage
118.0,48.24,51.09,Cabbage
150.98,27.62,70.22,Cabbage
148.03,40.26,22.24,Cabbage
143.92,49.4,41.53,Cabbage
144.72,40.0,76.35,Cabbage
118.68,41.45,68.95,Cabbage
135.85,35.13,56.16,Cabbage
125.3,20.31,56.61,Cabbage
95.01,21.91,61.47,Cabbage
152.59,56.77,36.79,Cabbage
115.13,33.53,62.38,Cabbage
134.58,36.77,66.35,Cabbage
125.79,35.32,82.74,Cabbage
154.5,37.84,41.79,Cabbage
134.31,54.89,38.99,Cabbage
143.09,36.32,68.66,Cabbage
153.91,18.1,41.31,Cabbage
139.3,41.73,61.94,Cabbage
96.47,10.66,54.06,Cabbage
132.26,13.55,65.98,Cabbage
149.23,16.31,38.48,Cabbage
118.51,27.83,53.91,Cabbage
194.84,2.54,62.56,Cabbage
130.68,-0.9,46.9,Cabbage
113.17,16.84,74.31,Cabbage
161.5,40.6,48.33,Cabbage
115.57,49.22,42.05,Cabbage
116.44,21.74,39.34,Cabbage
128.78,42.49,60.75,Cabbage
164.64,20.94,79.44,Cabbage
128.72,28.52,44.04,Cabbage
145.1,47.1,73.3,Cabbage
142.2,23.87,51.21,Cabbage
160.38,47.35,52.56,Cabbage
137.93,23.24,44.79,Cabbage
145.95,52.82,77.57,Cabbage
119.59,31.15,73.55,Cabbage
111.26,53.36,37.88,Cabbage
132.92,18.14,68.88,Cabbage
157.26,57.19,83.5,Cabbage
149.95,52.39,49.11,Cabbage
138.8,36.58,73.97,Cabbage
159.96,33.67,85.92,Cabbage
135.73,27.69,49.4,Cabbage
108.4,34.07,59.86,Cabbage
136.18,53.35,49.95,Cabbage
144.39,31.47,69.99,Cabbage
128.29,43.62,53.42,Cabbage
140.69,58.04,63.97,Cabbage
128.38,54.34,66.92,Cabbage
126.23,49.41,43.03,Cabbage
117.48,55.02,76.3,Cabbage
160.79,43.22,46.23,Cabbage
155.41,47.09,69.87,Cabbage
132.02,41.85,50.1,Cabbage
158.14,25.34,61.99,Cabbage
154.77,53.77,52.57,Cabbage
127.1,53.88,76.86,Cabbage
144.55,40.63,74.36,Cabbage
128.3,22.94,57.62,Cabbage
137.32,18.95,42.36,Cabbage
145.82,34.21,41.08,Cabbage
135.99,30.06,37.83,Cabbage
152.11,30.55,34.88,Cabbage
153.75,42.25,75.38,Cabbage
126.99,50.51,70.39,Cabbage
131.11,47.66,49.48,Cabbage
152.54,35.8,52.79,Cabbage
107.96,18.59,61.08,Cabbage
155.97,12.63,57.48,Cabbage
130.33,24.08,61.96,Cabbage
118.98,33.49,54.97,Cabbage
99.26,15.56,51.27,Cabbage
138.64,44.8,52.81,Cabbage
185.28,50.65,39.18,Cabbage
138.32,19.08,47.43,Cabbage
173.42,24.95,57.61,Cabbage
133.55,7.8,51.2,Cabbage
148.3,22.59,51.52,Cabbage
109.2,36.14,66.36,Cabbage
144.98,41.23,77.35,Cabbage
141.63,26.15,51.2,Cabbage
134.61,40.4,73.31,Cabbage
118.06,32.81,54.87,Cabbage
140.08,8.25,58.63,Cabbage
135.99,39.46,61.89,Cabbage
143.0,32.57,58.19,Cabbage
146.19,39.68,35.23,Cabbage
150.36,53.04,54.14,Cabbage
136.57,33.54,71.56,Cabbage
142.0,24.28,61.99,Cabbage
150.88,12.48,83.24,Cabbage
111.75,45.05,65.77,Cabbage
163.97,26.93,69.96,Cabbage
140.53,54.36,49.27,Cabbage
127.19,64.85,87.15,Cabbage
127.37,41.38,41.83,Cabbage
116.11,23.45,56.1,Cabbage
139.2,49.8,84.59,Cabbage
137.14,25.19,87.78,Cabbage
162.01,17.51,42.07,Cabbage
146.83,47.07,64.96,Cabbage
136.49,19.74,55.55,Cabbage
131.69,28.7,63.87,Cabbage
148.71,52.36,53.13,Cabbage
135.96,45.6,62.75,Cabbage
121.52,57.28,41.83,Cabbage
167.18,33.88,40.63,Cabbage
142.81,32.57,65.0,Cabbage
145.21,46.09,28.91,Cabbage
157.91,33.17,62.29,Cabbage
174.49,42.39,68.49,Cabbage
175.93,33.12,26.73,Cabbage
166.72,46.51,40.07,Cabbage
150.43,49.2,61.18,Cabbage
127.41,27.32,61.96,Cabbage
132.11,12.56,63.3,Cabbage
110.55,34.24,65.24,Cabbage
120.7,44.68,33.54,Cabbage
147.17,47.98,43.04,Cabbage
150.58,38.99,49.38,Cabbage
119.75,48.14,81.59,Cabbage
153.25,49.13,69.94,Cabbage
112.19,22.13,34.33,Cabbage
118.48,34.2,88.28,Cabbage
125.18,66.63,74.28,Cabbage
134.66,42.68,66.01,Cabbage
129.27,65.39,80.22,Cabbage
106.79,6.92,50.05,Cabbage
145.82,27.41,67.54,Cabbage
113.15,40.41,54.63,Cabbage
131.93,32.18,49.11,Cabbage
173.83,38.3,39.02,Cabbage
131.06,55.23,52.14,Cabbage
133.57,-0.38,64.71,Cabbage
145.86,31.07,66.19,Cabbage
155.74,43.86,42.59,Cabbage
146.68,40.19,70.95,Cabbage
138.92,36.98,55.99,Cabbage
138.99,39.92,73.48,Cabbage
117.54,61.75,73.32,Cabbage
137.95,62.09,55.0,Cabbage
108.14,42.81,37.84,Cabbage
135.58,43.28,40.27,Cabbage
139.23,35.83,54.68,Cabbage
117.87,40.83,52.43,Cabbage
135.14,47.38,52.52,Cabbage
167.88,62.21,57.78,Cabbage
152.2,39.07,76.5,Cabbage
107.59,20.7,57.34,Cabbage
127.22,36.36,47.03,Cabbage
170.74,41.12,59.55,Cabbage
171.04,36.58,75.41,Cabbage
140.39,9.96,70.98,Cabbage
111.41,47.26,60.04,Cabbage
127.27,0.08,68.0,Cabbage
124.24,29.87,65.36,Cabbage
128.37,22.67,66.13,Cabbage
115.55,78.04,55.34,Cabbage
169.8,25.59,52.85,Cabbage
173.47,64.63,34.58,Cabbage
121.67,46.18,56.38,Cabbage
106.54,66.45,78.68,Cabbage
161.57,32.86,75.32,Cabbage
156.56,30.07,45.41,Cabbage
117.76,42.35,55.37,Cabbage
143.62,37.09,76.96,Cabbage
158.72,37.26,70.87,Cabbage
131.14,32.8,49.16,Cabbage
127.76,10.54,68.86,Cabbage
147.13,13.55,62.81,Cabbage
170.35,17.82,71.3,Cabbage
145.25,36.66,98.09,Cabbage
134.32,48.38,71.1,Cabbage
138.14,19.58,28.23,Cabbage
90.18,3.14,64.7,Cabbage
169.2,-3.8,72.13,Cabbage
139.46,53.92,57.03,Cabbage
176.13,39.48,71.22,Cabbage
125.79,36.1,73.17,Cabbage
110.35,61.63,58.15,Cabbage
157.67,35.89,93.96,Cabbage
156.93,35.45,64.6,Cabbage
147.44,43.26,71.46,Cabbage
145.59,43.3,49.36,Cabbage
164.9,19.62,54.83,Cabbage
154.17,58.0,55.64,Cabbage
183.01,47.94,78.88,Cabbage
138.55,41.84,50.99,Cabbage
122.32,27.43,51.36,Cabbage
156.09,47.65,36.77,Cabbage
125.28,17.53,55.78,Cabbage
125.09,43.38,52.51,Cabbage
101.02,34.77,51.97,Cabbage
143.34,51.07,55.39,Cabbage
141.7,14.0,78.52,Cabbage
129.14,17.28,34.78,Cabbage
118.92,49.42,59.32,Cabbage
137.34,25.91,60.13,Cabbage
125.04,30.59,76.83,Cabbage
105.56,43.74,82.29,Cabbage
142.32,35.54,79.63,Cabbage
154.52,18.9,58.97,Cabbage
135.85,47.27,87.65,Cabbage
141.43,23.6,83.98,Cabbage
132.72,70.95,59.19,Cabbage
120.18,55.79,53.74,Cabbage
150.46,46.68,53.46,Cabbage
159.9,11.17,54.69,Cabbage
138.9,21.17,63.91,Cabbage
133.86,50.19,55.94,Cabbage
166.1,53.47,74.05,Cabbage
136.68,49.88,94.57,Cabbage
136.46,62.5,65.49,Cabbage
128.67,21.07,52.87,Cabbage
138.38,31.6,74.29,Cabbage
119.39,28.43,57.52,Cabbage
119.29,11.3,42.2,Cabbage
157.3,37.5,42.06,Cabbage
102.56,31.53,76.97,Cabbage
158.8,38.35,49.09,Cabbage
160.18,54.98,47.17,Cabbage
157.89,13.26,91.76,Cabbage
124.01,28.9,51.33,Cabbage
134.65,42.63,48.19,Cabbage
160.93,42.37,52.87,Cabbage
147.63,44.54,63.13,Cabbage
151.82,40.92,79.65,Cabbage
164.85,36.68,82.2,Cabbage
148.31,36.81,64.13,Cabbage
111.66,38.12,52.25,Cabbage
132.69,35.75,63.3,Cabbage
125.4,18.47,60.63,Cabbage
141.58,28.67,76.79,Cabbage
116.49,45.58,59.33,Cabbage
143.84,38.76,55.49,Cabbage
174.42,35.38,66.53,Cabbage
119.02,41.89,58.84,Cabbage
129.49,34.89,67.45,Cabbage
146.82,48.18,69.42,Cabbage
142.7,38.34,69.49,Cabbage
122.42,17.6,68.78,Cabbage
157.5,36.81,83.61,Cabbage
137.22,11.4,55.65,Cabbage
140.05,28.61,57.32,Cabbage
140.0,11.87,59.7,Cabbage
133.14,34.83,32.56,Cabbage
154.73,43.75,62.78,Cabbage
179.92,-2.05,69.62,Cabbage
149.19,26.71,86.5,Cabbage
128.88,28.31,35.07,Cabbage
136.55,28.2,66.42,Cabbage
157.42,22.8,67.07,Cabbage
162.61,16.86,67.27,Cabbage
94.66,57.93,55.67,Cabbage
160.07,37.77,66.15,Cabbage
133.22,46.81,66.95,Cabbage
125.88,22.08,68.47,Cabbage
153.63,40.65,35.62,Cabbage
143.21,46.48,79.63,Cabbage
134.32,20.68,58.35,Cabbage
152.0,23.4,54.66,Cabbage
141.33,42.97,55.63,Cabbage
88.3,36.25,76.82,Cabbage
137.92,37.53,58.82,Cabbage
127.69,43.11,24.64,Cabbage
161.43,36.54,45.2,Cabbage
121.05,-15.87,71.65,Cabbage
171.16,42.12,75.5,Cabbage
163.73,22.84,75.02,Cabbage
158.0,8.81,44.14,Cabbage
135.83,35.07,43.24,Cabbage
122.65,60.99,48.52,Cabbage
156.57,20.35,53.74,Cabbage
160.58,55.52,19.5,Cabbage
95.22,30.3,64.2,Cabbage
151.94,34.44,58.45,Cabbage
164.72,29.61,26.17,Cabbage
164.43,55.95,62.12,Cabbage
130.85,36.69,43.2,Cabbage
177.04,35.46,68.35,Cabbage
142.57,35.81,63.06,Cabbage
114.95,37.4,48.93,Cabbage
113.4,22.64,68.17,Cabbage
177.01,30.58,61.12,Cabbage
156.39,34.63,65.27,Cabbage
143.32,13.05,77.55,Cabbage
118.61,40.16,34.59,Cabbage
128.14,15.83,34.43,Cabbage
99.51,19.81,71.63,Cabbage
146.88,41.0,50.32,Cabbage
133.1,13.94,61.58,Cabbage
163.65,20.06,90.71,Cabbage
148.22,54.19,47.9,Cabbage
148.2,27.28,42.03,Cabbage
116.54,66.62,63.5,Cabbage
126.44,61.54,46.19,Cabbage
137.94,42.28,79.86,Cabbage
140.41,42.62,101.34,Cabbage
152.1,25.39,67.21,Cabbage
126.7,43.14,71.75,Cabbage
130.44,23.76,28.47,Cabbage
111.39,61.77,80.89,Cabbage
168.2,47.19,59.09,Cabbage
144.13,52.11,68.56,Cabbage
184.16,41.43,56.9,Cabbage
156.06,35.95,38.93,Cabbage
121.71,36.36,82.68,Cabbage
107.81,23.65,56.05,Cabbage
146.88,22.25,75.11,Cabbage
131.5,22.52,77.66,Cabbage
174.48,35.75,74.59,Cabbage
160.82,8.41,57.62,Cabbage
148.0,45.01,68.54,Cabbage
162.05,13.76,46.98,Cabbage
159.11,39.58,45.4,Cabbage
103.45,22.98,62.54,Cabbage
149.69,22.62,67.82,Cabbage
142.48,45.01,76.51,Cabbage
151.12,38.46,40.32,Cabbage
114.83,14.2,59.78,Cabbage
148.11,28.5,60.04,Cabbage
166.64,37.81,75.05,Cabbage
150.92,23.57,81.98,Cabbage
128.49,9.36,16.5,Cabbage
146.18,31.89,60.55,Cabbage
168.44,-7.24,55.22,Cabbage
113.48,41.18,37.47,Cabbage
152.28,43.94,54.65,Cabbage
146.4,29.52,66.46,Cabbage
107.29,46.25,69.72,Cabbage
146.48,53.02,80.78,Cabbage
142.64,47.03,40.45,Cabbage
105.59,37.59,47.84,Cabbage
144.05,29.9,79.4,Cabbage
145.66,32.59,48.88,Cabbage
156.45,16.37,69.57,Cabbage
150.94,57.12,32.88,Cabbage
162.8,45.19,54.15,Cabbage
136.71,46.42,66.68,Cabbage
144.78,32.87,28.49,Cabbage
127.63,47.42,50.49,Cabbage
150.04,24.48,61.22,Cabbage
137.8,14.47,45.44,Cabbage
136.83,33.56,56.14,Cabbage
132.85,65.82,49.05,Cabbage
162.76,26.15,72.2,Cabbage
172.41,41.34,40.35,Cabbage
147.99,22.04,43.89,Cabbage
148.98,10.27,79.16,Cabbage
149.46,27.13,65.34,Cabbage
132.86,44.26,71.47,Cabbage
121.73,43.66,75.82,Cabbage
133.59,27.12,55.9,Cabbage
137.95,26.71,67.83,Cabbage
131.87,43.95,91.31,Cabbage
162.85,47.19,62.18,Cabbage
117.51,23.32,49.36,Cabbage
110.9,31.56,48.02,Cabbage
146.93,27.48,51.78,Cabbage
133.38,35.64,34.59,Cabbage
144.57,3.26,69.77,Cabbage
144.38,65.39,49.17,Cabbage
158.62,22.46,73.65,Cabbage
145.43,4.03,52.57,Cabbage
158.98,39.11,53.85,Cabbage
133.95,25.94,52.85,Cabbage
166.41,18.79,56.16,Cabbage
111.15,35.12,73.37,Cabbage
133.71,17.85,91.98,Cabbage
137.41,47.55,73.78,Cabbage
129.33,41.6,67.65,Cabbage
183.09,57.44,41.77,Cabbage
131.16,60.78,82.45,Cabbage
133.67,7.82,47.76,Cabbage
138.08,58.21,74.67,Cabbage
120.17,51.84,86.85,Cabbage
135.8,39.3,68.07,Cabbage
130.98,-4.43,58.92,Cabbage
154.87,29.94,56.99,Cabbage
124.27,13.11,71.57,Cabbage
168.22,40.75,48.5,Cabbage
117.05,42.6,88.69,Cabbage
147.62,38.96,53.72,Cabbage
139.84,20.29,73.01,Cabbage
143.88,28.93,96.06,Cabbage
109.62,45.29,64.33,Cabbage
178.06,-3.71,50.1,Cabbage
128.12,40.59,68.55,Cabbage
129.66,59.57,51.01,Cabbage
154.79,10.42,58.87,Cabbage
136.97,44.46,70.38,Cabbage
131.01,2.15,64.63,Cabbage
155.13,35.87,46.76,Cabbage
135.66,36.21,66.71,Cabbage
167.2,14.95,51.93,Cabbage
129.34,8.98,40.44,Cabbage
136.66,30.59,39.14,Cabbage
122.82,34.93,67.66,Cabbage
130.94,-0.72,67.96,Cabbage
139.29,18.52,34.73,Cabbage
123.1,13.54,57.97,Cabbage
144.64,29.95,70.26,Cabbage
138.35,64.48,64.31,Cabbage
137.95,21.87,54.61,Cabbage
118.5,48.07,76.64,Cabbage
129.69,31.4,58.42,Cabbage
108.0,44.01,105.0,Cabbage
169.17,36.29,80.59,Cabbage
158.91,14.61,61.51,Cabbage
188.35,32.18,43.46,Cabbage
163.99,53.51,75.59,Cabbage
132.27,41.92,61.97,Cabbage
136.75,53.35,66.36,Cabbage
160.2,51.59,75.16,Cabbage
153.84,54.66,54.6,Cabbage
134.13,37.04,41.73,Cabbage
136.44,8.57,76.39,Cabbage
145.28,20.1,78.06,Cabbage
110.31,9.03,38.94,Cabbage
180.59,60.81,81.4,Cabbage
130.95,23.31,41.34,Cabbage
174.98,3.0,77.44,Cabbage
106.21,4.45,68.87,Cabbage
138.12,24.59,47.4,Cabbage
151.43,20.55,56.7,Cabbage
125.56,37.41,61.47,Cabbage
174.34,34.95,59.06,Cabbage
137.16,57.06,64.59,Cabbage
130.7,22.86,31.91,Cabbage
137.54,24.57,51.29,Cabbage
156.41,24.45,49.5,Cabbage
147.6,55.84,58.57,Cabbage
136.57,20.92,65.06,Cabbage
137.46,48.65,59.23,Cabbage
134.4,51.79,64.81,Cabbage
125.82,38.44,45.44,Cabbage
112.06,32.0,67.93,Cabbage
121.13,54.52,58.12,Cabbage
132.41,59.28,52.19,Cabbage
139.05,26.88,59.27,Cabbage
109.57,37.09,67.66,Cabbage
170.83,42.73,63.06,Cabbage
164.94,29.25,25.31,Cabbage
121.53,43.93,65.38,Cabbage
146.57,16.97,52.52,Cabbage
130.45,13.3,61.83,Cabbage
153.66,20.0,23.15,Cabbage
159.03,6.88,67.62,Cabbage
169.05,59.55,80.37,Cabbage
119.49,42.79,77.73,Cabbage
104.01,21.48,61.8,Cabbage
153.44,26.61,63.7,Cabbage
137.87,8.27,57.57,Cabbage
130.37,39.86,61.91,Cabbage
136.8,51.97,64.03,Cabbage
173.35,40.83,73.8,Cabbage
158.68,27.09,87.03,Cabbage
122.9,25.33,38.32,Cabbage
154.83,38.76,74.49,Cabbage
152.59,41.96,77.13,Cabbage
142.2,24.94,58.04,Cabbage
158.7,36.05,88.39,Cabbage
133.49,43.85,53.13,Cabbage
146.96,37.41,71.77,Cabbage
158.12,23.07,59.88,Cabbage
103.98,24.43,71.58,Cabbage
103.76,41.15,61.79,Cabbage
119.3,34.3,58.21,Cabbage
128.85,31.25,75.75,Cabbage
159.27,26.71,41.91,Cabbage
144.23,36.4,45.24,Cabbage
145.88,23.91,56.88,Cabbage
111.84,21.77,64.94,Cabbage
154.95,23.66,88.95,Cabbage
165.26,13.35,61.03,Cabbage
139.25,15.07,44.73,Cabbage
159.11,26.23,48.32,Cabbage
155.34,19.25,50.95,Cabbage
130.46,11.33,87.29,Cabbage
123.55,44.56,52.34,Cabbage
141.15,13.54,65.1,Cabbage
160.44,50.65,61.71,Cabbage
137.56,23.14,74.14,Cabbage
147.48,17.84,70.88,Cabbage
129.16,34.08,45.65,Cabbage
144.55,29.19,91.58,Cabbage
114.26,55.79,69.94,Cabbage
124.87,38.64,45.36,Cabbage
163.68,18.46,59.68,Cabbage
129.29,37.36,55.72,Cabbage
171.16,39.86,65.21,Cabbage
169.54,13.31,83.15,Cabbage
132.29,46.24,28.24,Cabbage
156.29,58.91,55.93,Cabbage
140.98,24.59,61.91,Cabbage
132.03,17.56,85.54,Cabbage
125.86,27.39,68.5,Cabbage
154.08,30.24,54.43,Cabbage
120.61,31.73,62.62,Cabbage
141.47,38.02,46.06,Cabbage
171.46,46.11,47.77,Cabbage
146.88,36.65,47.49,Cabbage
130.87,32.2,64.88,Cabbage
135.14,35.62,69.85,Cabbage
111.56,25.62,57.16,Cabbage
130.12,48.36,72.8,Cabbage
124.76,29.67,56.19,Cabbage
156.66,42.61,52.6,Cabbage
138.81,46.82,61.84,Cabbage
158.21,36.02,36.17,Cabbage
166.64,15.71,37.16,Cabbage
129.38,32.58,57.69,Cabbage
152.26,49.55,99.78,Cabbage
132.62,24.78,79.36,Cabbage
178.6,34.18,45.44,Cabbage
94.5,48.55,85.64,Cabbage
137.2,50.64,46.52,Cabbage
145.04,44.27,36.1,Cabbage
134.56,12.58,72.58,Cabbage
131.0,38.52,85.3,Cabbage
131.92,34.75,80.19,Cabbage
150.26,28.9,45.76,Cabbage
133.37,40.3,53.29,Cabbage
107.7,19.38,59.87,Cabbage
171.88,29.25,65.14,Cabbage
109.32,24.84,53.56,Cabbage
150.17,50.19,49.51,Cabbage
151.87,70.96,49.96,Cabbage
127.98,10.86,83.35,Cabbage
139.2,11.37,54.38,Cabbage
139.05,16.56,64.36,Cabbage
141.21,25.52,86.36,Cabbage
153.79,42.76,80.13,Cabbage
130.72,57.66,75.33,Cabbage
167.23,55.68,62.6,Cabbage
126.05,25.7,65.95,Cabbage
164.12,55.63,51.41,Cabbage
108.59,29.99,57.83,Cabbage
139.84,20.77,64.16,Cabbage
179.44,28.29,43.29,Cabbage
153.8,49.45,83.91,Cabbage
173.85,30.02,67.95,Cabbage
156.6,46.25,63.15,Cabbage
191.09,11.0,62.52,Cabbage
128.7,29.7,44.69,Cabbage
128.98,28.48,55.15,Cabbage
152.65,59.17,58.92,Cabbage
135.28,54.57,69.18,Cabbage
108.9,35.29,58.82,Cabbage
115.15,37.38,69.09,Cabbage
125.31,35.56,61.38,Cabbage
160.81,23.14,51.44,Cabbage
162.54,41.41,67.92,Cabbage
161.24,20.08,45.76,Cabbage
156.47,33.76,55.92,Cabbage
126.41,36.18,76.55,Cabbage
146.64,47.33,66.58,Cabbage
164.98,30.56,46.12,Cabbage
